token	label	f_x	f_y	f_xy	pmi	pmi_freq
Initiative	2	5185	23	6	0.6217105773748519	1.9493699193408203
errichten	2	5185	23	6	0.6217105773748519	1.9493699193408203
planen	2	5185	28	7	0.579150962956056	1.9298494508344821
Asylverfahren	2	5185	73	16	0.44757460516733677	1.9203006903584634
Fahimi	2	5185	9	3	0.866833035407837	1.904626849845057
Yasmin	2	5185	9	3	0.866833035407837	1.904626849845057
jedoch	2	5185	9	3	0.866833035407837	1.904626849845057
blockieren	2	5185	9	3	0.866833035407837	1.904626849845057
persönlich	2	5185	9	3	0.866833035407837	1.904626849845057
Abend	2	5185	9	3	0.866833035407837	1.904626849845057
eigentlich	2	5185	9	3	0.866833035407837	1.904626849845057
Aufenthalt	2	5185	9	3	0.866833035407837	1.904626849845057
Ablehnung	2	5185	9	3	0.866833035407837	1.904626849845057
NPD	2	5185	9	3	0.866833035407837	1.904626849845057
SPD-Generalsekretärin	2	5185	9	3	0.866833035407837	1.904626849845057
Minister	2	5185	9	3	0.866833035407837	1.904626849845057
wirklich	2	5185	9	3	0.866833035407837	1.904626849845057
Grund	2	5185	14	4	0.7126823555805785	1.8808095941823935
Schule	2	5185	14	4	0.7126823555805785	1.8808095941823935
Konzept	2	5185	19	5	0.6304442573436065	1.8563046455141534
führen	2	5185	19	5	0.6304442573436065	1.8563046455141534
Schmidt	2	5185	19	5	0.6304442573436065	1.8563046455141534
Innenminister	2	5185	70	15	0.42500028312879773	1.8056116807423277
sollen	2	5185	463	87	0.2936263886442963	1.8021986293757364
befristet	2	5185	10	3	0.7614725197500105	1.7533552727009885
schlecht	2	5185	10	3	0.7614725197500105	1.7533552727009885
darunter	2	5185	10	3	0.7614725197500105	1.7533552727009885
befinden	2	5185	10	3	0.7614725197500105	1.7533552727009885
Kundgebung	2	5185	10	3	0.7614725197500105	1.7533552727009885
Gemeinde	2	5185	10	3	0.7614725197500105	1.7533552727009885
ausbauen	2	5185	10	3	0.7614725197500105	1.7533552727009885
Chance	2	5185	10	3	0.7614725197500105	1.7533552727009885
Antragsteller	2	5185	10	3	0.7614725197500105	1.7533552727009885
eben	2	5185	10	3	0.7614725197500105	1.7533552727009885
Einführung	2	5185	15	4	0.6436894840936271	1.7431434368471248
bisher	2	5185	35	8	0.4895388042663688	1.7404808387722799
Fall	2	5185	20	5	0.579150962956056	1.7349812309873287
vehement	2	5185	5	2	1.0491545922017915	1.6885491766939011
Juli	2	5185	5	2	1.0491545922017915	1.6885491766939011
nordrhein-westfälisch	2	5185	5	2	1.0491545922017915	1.6885491766939011
Tröglitz	2	5185	5	2	1.0491545922017915	1.6885491766939011
Abstimmung	2	5185	5	2	1.0491545922017915	1.6885491766939011
Frist	2	5185	5	2	1.0491545922017915	1.6885491766939011
echt	2	5185	5	2	1.0491545922017915	1.6885491766939011
klein	2	5185	5	2	1.0491545922017915	1.6885491766939011
stattfinden	2	5185	5	2	1.0491545922017915	1.6885491766939011
Andrang	2	5185	5	2	1.0491545922017915	1.6885491766939011
anweisen	2	5185	5	2	1.0491545922017915	1.6885491766939011
gemäß	2	5185	5	2	1.0491545922017915	1.6885491766939011
Altmaier	2	5185	5	2	1.0491545922017915	1.6885491766939011
besetzen	2	5185	5	2	1.0491545922017915	1.6885491766939011
ausreichend	2	5185	5	2	1.0491545922017915	1.6885491766939011
monieren	2	5185	5	2	1.0491545922017915	1.6885491766939011
Vorschrift	2	5185	5	2	1.0491545922017915	1.6885491766939011
jugendlich	2	5185	5	2	1.0491545922017915	1.6885491766939011
