token	label	f_x	f_y	f_xy	pmi	pmi_freq
Kosten	3	3282	25	7	1.1497964972766506	3.701052148601946
bestimmt	3	3282	7	4	1.8631463851541155	3.625515460047113
Armin	3	3282	7	4	1.8631463851541155	3.625515460047113
Laschet	3	3282	7	4	1.8631463851541155	3.625515460047113
Asylbewerberleistungsgesetz	3	3282	6	4	2.0172970649813737	3.614511118426339
lernen	3	3282	6	4	2.0172970649813737	3.614511118426339
Gesundheitsversorgung	3	3282	8	4	1.7296149925295927	3.596633266578294
Gesellschaft	3	3282	32	8	1.0364678119696473	3.592123708039483
Einführung	3	3282	15	5	1.3241498844214283	3.585864360796917
Familie	3	3282	15	5	1.3241498844214283	3.585864360796917
muslimisch	3	3282	9	4	1.6118319568732093	3.541556790177749
Integrationsvereinbarung	3	3282	5	4	2.199618621775328	3.540149602781257
integrieren	3	3282	16	5	1.2596113632838573	3.4923842602458985
beispielsweise	3	3282	10	4	1.506471441215383	3.468778683563797
Wert	3	3282	10	4	1.506471441215383	3.468778683563797
Arbeitsmarkt	3	3282	40	9	0.9311072963118212	3.434742574940254
sozial	3	3282	17	5	1.1989867414674225	3.396985235271982
Zentrum	3	3282	11	4	1.4111612614110582	3.3838169178937623
Bildung	3	3282	11	4	1.4111612614110582	3.3838169178937623
eigen	3	3282	29	7	1.0013764921583772	3.371930886291387
falsch	3	3282	18	5	1.1418283276274737	3.300308350540259
vermitteln	3	3282	12	4	1.3241498844214283	3.2903888531148193
verbessern	3	3282	12	4	1.3241498844214283	3.2903888531148193
besuchen	3	3282	12	4	1.3241498844214283	3.2903888531148193
schlagen	3	3282	31	7	0.9346851176597052	3.209696734266121
Beispiel	3	3282	19	5	1.087761106357198	3.2028462015793453
Zugang	3	3282	19	5	1.087761106357198	3.2028462015793453
Anspruch	3	3282	13	4	1.244107176747892	3.191071903612792
lange	3	3282	13	4	1.244107176747892	3.191071903612792
Taschengeld	3	3282	20	5	1.0364678119696473	3.104980074817362
Bundesverfassungsgericht	3	3282	6	3	1.7296149925295927	3.0990540409837095
Geduldet	3	3282	6	3	1.7296149925295927	3.0990540409837095
Aufenthaltsrecht	3	3282	6	3	1.7296149925295927	3.0990540409837095
Verein	3	3282	6	3	1.7296149925295927	3.0990540409837095
psychosozial	3	3282	6	3	1.7296149925295927	3.0990540409837095
überlassen	3	3282	6	3	1.7296149925295927	3.0990540409837095
Arzt	3	3282	6	3	1.7296149925295927	3.0990540409837095
holen	3	3282	14	4	1.16999920459417	3.0876949765282666
fördern	3	3282	14	4	1.16999920459417	3.0876949765282666
kostenlos	3	3282	5	3	1.9119365493235474	3.0771431686497475
Spahn	3	3282	5	3	1.9119365493235474	3.0771431686497475
kürzen	3	3282	5	3	1.9119365493235474	3.0771431686497475
Bedürfnis	3	3282	5	3	1.9119365493235474	3.0771431686497475
Parallelgesellschaft	3	3282	5	3	1.9119365493235474	3.0771431686497475
eingehen	3	3282	5	3	1.9119365493235474	3.0771431686497475
Verbot	3	3282	7	3	1.5754643127023344	3.065711995561926
Andreas	3	3282	7	3	1.5754643127023344	3.065711995561926
Andrea	3	3282	7	3	1.5754643127023344	3.065711995561926
durchsetzen	3	3282	7	3	1.5754643127023344	3.065711995561926
Reisebedarf	3	3282	7	3	1.5754643127023344	3.065711995561926
Sprachförderung	3	3282	7	3	1.5754643127023344	3.065711995561926
Studium	3	3282	7	3	1.5754643127023344	3.065711995561926
Senat	3	3282	8	3	1.441932920077812	2.9984152143255125
teilnehmen	3	3282	8	3	1.441932920077812	2.9984152143255125
Vorstoß	3	3282	15	4	1.1010063331072186	2.9815804217858104
öffnen	3	3282	15	4	1.1010063331072186	2.9815804217858104
behandeln	3	3282	15	4	1.1010063331072186	2.9815804217858104
per	3	3282	15	4	1.1010063331072186	2.9815804217858104
Hilfe	3	3282	34	7	0.8423117975286899	2.970295072223653
anerkennen	3	3282	9	3	1.3241498844214283	2.9094546701276767
verfassungswidrig	3	3282	9	3	1.3241498844214283	2.9094546701276767
entstehen	3	3282	9	3	1.3241498844214283	2.9094546701276767
drohen	3	3282	16	4	1.0364678119696473	2.8736989664315864
bundesweit	3	3282	16	4	1.0364678119696473	2.8736989664315864
enthalten	3	3282	10	3	1.2187893687636022	2.8063662320146934
ehrenamtlich	3	3282	10	3	1.2187893687636022	2.8063662320146934
Einwanderer	3	3282	10	3	1.2187893687636022	2.8063662320146934
jugendliche	3	3282	10	3	1.2187893687636022	2.8063662320146934
Gesetz	3	3282	58	10	0.6649042555371645	2.6998058370784497
Vorschlag	3	3282	58	10	0.6649042555371645	2.6998058370784497
menschenwürdig	3	3282	11	3	1.1234791889592772	2.6939854362927984
zunächst	3	3282	11	3	1.1234791889592772	2.6939854362927984
Markus	3	3282	11	3	1.1234791889592772	2.6939854362927984
umsetzen	3	3282	11	3	1.1234791889592772	2.6939854362927984
weiterhin	3	3282	11	3	1.1234791889592772	2.6939854362927984
gehören	3	3282	31	6	0.7805344378324469	2.6803452721766297
darüber	3	3282	18	4	0.9186847763132641	2.6553405318650136
drastisch	3	3282	12	3	1.0364678119696473	2.5755257582545954
Thüringen	3	3282	12	3	1.0364678119696473	2.5755257582545954
besonderer	3	3282	12	3	1.0364678119696473	2.5755257582545954
heftig	3	3282	12	3	1.0364678119696473	2.5755257582545954
Ziel	3	3282	19	4	0.8646175550429883	2.54581363114016
verpflichten	3	3282	19	4	0.8646175550429883	2.54581363114016
Wolfgang	3	3282	19	4	0.8646175550429883	2.54581363114016
neben	3	3282	19	4	0.8646175550429883	2.54581363114016
Jahr	3	3282	99	15	0.5356925240571583	2.4615713508637493
Migrant	3	3282	55	9	0.6126535651932865	2.455106962850042
dauerhaft	3	3282	13	3	0.956425104296111	2.4531819567243933
vorlegen	3	3282	13	3	0.956425104296111	2.4531819567243933
ja	3	3282	20	4	0.8133242606554376	2.436501736509933
Syrer	3	3282	20	4	0.8133242606554376	2.436501736509933
erhalten	3	3282	41	7	0.6551002554405436	2.4327620094948594
Geflüchtete	3	3282	5	2	1.506471441215383	2.4245722514912766
Flüchtlingsversorgung	3	3282	5	2	1.506471441215383	2.4245722514912766
Umstand	3	3282	5	2	1.506471441215383	2.4245722514912766
engagiert	3	3282	5	2	1.506471441215383	2.4245722514912766
Jobcenter	3	3282	5	2	1.506471441215383	2.4245722514912766
niemand	3	3282	5	2	1.506471441215383	2.4245722514912766
Parteitag	3	3282	5	2	1.506471441215383	2.4245722514912766
CDU-Chefin	3	3282	5	2	1.506471441215383	2.4245722514912766
islamisch	3	3282	5	2	1.506471441215383	2.4245722514912766
sinnvoll	3	3282	5	2	1.506471441215383	2.4245722514912766
Perspektive	3	3282	5	2	1.506471441215383	2.4245722514912766
orientieren	3	3282	5	2	1.506471441215383	2.4245722514912766
selbstverständlich	3	3282	5	2	1.506471441215383	2.4245722514912766
jedenfalls	3	3282	5	2	1.506471441215383	2.4245722514912766
hören	3	3282	5	2	1.506471441215383	2.4245722514912766
deswegen	3	3282	5	2	1.506471441215383	2.4245722514912766
Thüringer	3	3282	5	2	1.506471441215383	2.4245722514912766
erfasst	3	3282	5	2	1.506471441215383	2.4245722514912766
lässt	3	3282	5	2	1.506471441215383	2.4245722514912766
Investition	3	3282	5	2	1.506471441215383	2.4245722514912766
Teilhabe	3	3282	5	2	1.506471441215383	2.4245722514912766
Mitglied	3	3282	5	2	1.506471441215383	2.4245722514912766
gemäß	3	3282	5	2	1.506471441215383	2.4245722514912766
organisiert	3	3282	5	2	1.506471441215383	2.4245722514912766
niedrigschwellig	3	3282	5	2	1.506471441215383	2.4245722514912766
Recht	3	3282	49	8	0.6103834166587474	2.375502570582629
Wunsch	3	3282	6	2	1.3241498844214283	2.372558094089329
Ulrich	3	3282	6	2	1.3241498844214283	2.372558094089329
Struktur	3	3282	6	2	1.3241498844214283	2.372558094089329
müssn	3	3282	6	2	1.3241498844214283	2.372558094089329
Argument	3	3282	6	2	1.3241498844214283	2.372558094089329
breit	3	3282	6	2	1.3241498844214283	2.372558094089329
wer	3	3282	64	10	0.5664641827239119	2.355858306859639
SPD-Chef	3	3282	14	3	0.8823171321423892	2.3284854946254865
Schule	3	3282	14	3	0.8823171321423892	2.3284854946254865
gesetzlich	3	3282	14	3	0.8823171321423892	2.3284854946254865
gewähren	3	3282	21	4	0.7645340964860058	2.3276412111562492
Johanna	3	3282	7	2	1.16999920459417	2.276713326606439
Moschee	3	3282	7	2	1.16999920459417	2.276713326606439
aktiv	3	3282	7	2	1.16999920459417	2.276713326606439
stärken	3	3282	7	2	1.16999920459417	2.276713326606439
Helfer	3	3282	7	2	1.16999920459417	2.276713326606439
subsidiär	3	3282	7	2	1.16999920459417	2.276713326606439
Kultur	3	3282	7	2	1.16999920459417	2.276713326606439
Kanzleramt	3	3282	7	2	1.16999920459417	2.276713326606439
geflüchtet	3	3282	7	2	1.16999920459417	2.276713326606439
zumindest	3	3282	7	2	1.16999920459417	2.276713326606439
rechnen	3	3282	7	2	1.16999920459417	2.276713326606439
Gesetzentwurf	3	3282	7	2	1.16999920459417	2.276713326606439
Fraktion	3	3282	7	2	1.16999920459417	2.276713326606439
Özoguz	3	3282	7	2	1.16999920459417	2.276713326606439
Stegner	3	3282	7	2	1.16999920459417	2.276713326606439
Asylbewerber	3	3282	127	18	0.46894684452711155	2.2716662484937387
sollen	3	3282	463	59	0.36257256290902345	2.2253714284360964
Finanzminister	3	3282	15	3	0.8133242606554376	2.202522927629264
Einschränkung	3	3282	15	3	0.8133242606554376	2.202522927629264
entsprechend	3	3282	15	3	0.8133242606554376	2.202522927629264
Erfurt	3	3282	8	2	1.0364678119696473	2.1552742248236894
unbegleitet	3	3282	8	2	1.0364678119696473	2.1552742248236894
Bürgermeister	3	3282	8	2	1.0364678119696473	2.1552742248236894
Art	3	3282	8	2	1.0364678119696473	2.1552742248236894
Proviant	3	3282	8	2	1.0364678119696473	2.1552742248236894
formulieren	3	3282	8	2	1.0364678119696473	2.1552742248236894
Verband	3	3282	8	2	1.0364678119696473	2.1552742248236894
empfehlen	3	3282	8	2	1.0364678119696473	2.1552742248236894
Idee	3	3282	23	4	0.673562318280279	2.111950753035644
stoßen	3	3282	16	3	0.7487857395178666	2.0760748967612113
Pflicht	3	3282	16	3	0.7487857395178666	2.0760748967612113
notwendig	3	3282	16	3	0.7487857395178666	2.0760748967612113
international	3	3282	16	3	0.7487857395178666	2.0760748967612113
zwei	3	3282	46	7	0.5400309256557564	2.067584757349954
grüne	3	3282	101	14	0.4466989858635372	2.0615696545109943
deutsch	3	3282	118	16	0.4246662708636546	2.0259488489384085
ankommen	3	3282	9	2	0.9186847763132641	2.018556769340131
Projekt	3	3282	9	2	0.9186847763132641	2.018556769340131
Position	3	3282	9	2	0.9186847763132641	2.018556769340131
Reihe	3	3282	9	2	0.9186847763132641	2.018556769340131
